"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","SOM_perc","SOM_perc_Heiri","N_perc","Conv_factor","Original_source","Soil_type","Admin_unit","Depth_to_bedrock_m","Treatment","Time_replicate","n_cores","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined","DOI","Horizon_mid_depth_cm","Horizon_bin_cm","OC_from_SOM_our_eq","OC_obs_est","OC_perc_final","Notes","Lat_Long"
"Kauffman et al 2020","JBK Marisma Low 6","Marisma Low","6","Marshes",-0.9144,-46.6815,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",1.201,0.93,NA,NA,NA,0.115,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.201,NA,0.93,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",1.201,NA,"-0.9144_-46.6815"
"Kauffman et al 2020","JBK Marisma Medium 1","Marisma Medium","1","Marshes",-0.91235,-46.68168,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",2.52,0.98,NA,NA,NA,0.174,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,NA,0.98,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",2.52,NA,"-0.91235_-46.68168"
"Kauffman et al 2020","JBK Marisma Medium 2","Marisma Medium","2","Marshes",-0.9123167,-46.68183,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",2.02,1.2,NA,NA,NA,0.134,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,NA,1.2,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",2.02,NA,"-0.9123167_-46.68183"
"Kauffman et al 2020","JBK Marisma Medium 3","Marisma Medium","3","Marshes",-0.9122667,-46.682,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",2.26,1.05,NA,NA,NA,0.154,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,NA,1.05,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",2.26,NA,"-0.9122667_-46.682"
"Kauffman et al 2020","JBK Marisma Medium 4","Marisma Medium","4","Marshes",-0.9122333,-46.68217,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",1.09,1.29,NA,NA,NA,0.078,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,NA,1.29,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",1.09,NA,"-0.9122333_-46.68217"
"Kauffman et al 2020","JBK Marisma Medium 5","Marisma Medium","5","Marshes",-0.9122167,-46.68237,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",1.64,1.09,NA,NA,NA,0.115,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,NA,1.09,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",1.64,NA,"-0.9122167_-46.68237"
"Kauffman et al 2020","JBK Marisma Medium 6","Marisma Medium","6","Marshes",-0.9121667,-46.6523,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",0.9,1.23,NA,NA,NA,0.068,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,1.23,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",0.9,NA,"-0.9121667_-46.6523"
"Kohfeld et al 2022","KEH CBE_1-1","Cannery Bay East",NA,"Salt marsh",49.14139,-125.6662,"direct from dataset",1,"Canada",2016,NA,0,0.0132,"EA","Core-level",NA,0.061,"CBE_1-1",97.78,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2232,97.78,0.061,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.66,"0-15cm",46.6460084664196,"Estimated (study equation)",41.2232,NA,"49.14139_-125.6662"
"Kohfeld et al 2022","KEH CBE_1-2","Cannery Bay East",NA,"Salt marsh",49.14142,-125.6663,"direct from dataset",1,"Canada",2016,NA,0,0.0105,"EA","Core-level",NA,0.095,"CBE_1-2",90.92,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2048,90.92,0.095,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.525,"0-15cm",42.9475868879353,"Estimated (study equation)",38.2048,NA,"49.14142_-125.6663"
"Kohfeld et al 2022","KEH CBE_1-3","Cannery Bay East",NA,"Salt marsh",49.14147,-125.6664,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.09,"CBE_1-3",83.33,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8652,83.33,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.5,"0-15cm",38.9304851852496,"Estimated (study equation)",34.8652,NA,"49.14147_-125.6664"
"Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East",NA,"Salt marsh",49.14152,-125.6664,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.26,"CBE_1-4",21.4,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil with sand","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.616,21.4,0.26,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.5,"0-15cm",9.09286544969682,"Estimated (study equation)",7.616,NA,"49.14152_-125.6664"
"Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East",NA,"Salt marsh",49.14155,-125.6664,"direct from dataset",1,"Canada",2016,NA,0,0.015,"EA","Core-level",26.68,0.093,"CBE_1-5",NA,NA,NA,NA,"Kohfeld et al 2022","soil+peat","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.68,NA,0.093,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.75,"0-15cm",NA,"Observed",26.68,NA,"49.14155_-125.6664"
"Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East",NA,"Salt marsh",49.1414,-125.6662,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.1,"CBE_2-2",87.85,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.854,87.85,0.1,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.5,"0-15cm",41.3132768260432,"Estimated (study equation)",36.854,NA,"49.1414_-125.6662"
"Kohfeld et al 2022","KEH CBE_2-3","Cannery Bay East",NA,"Salt marsh",49.14142,-125.6661,"direct from dataset",1,"Canada",2016,NA,0,0.0133,"EA","Core-level",NA,0.09,"CBE_2-3",86.97,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4668,86.97,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.665,"0-15cm",40.8471834240592,"Estimated (study equation)",36.4668,NA,"49.14142_-125.6661"
"Kohfeld et al 2022","KEH CBE_2-4","Cannery Bay East",NA,"Salt marsh",49.14144,-125.6661,"direct from dataset",1,"Canada",2016,NA,0,0.015,"EA","Core-level",NA,0.08,"CBE_2-4",94.92,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil+peat","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9648,94.92,0.08,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.75,"0-15cm",45.0962899820166,"Estimated (study equation)",39.9648,NA,"49.14144_-125.6661"
"Kohfeld et al 2022","KEH CBE_2-5","Cannery Bay East",NA,"Salt marsh",49.14151,-125.666,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.57,"CBE_2-5",12.15,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","peat+sand","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.546,12.15,0.57,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.5,"0-15cm",5.08580272025258,"Estimated (study equation)",3.546,NA,"49.14151_-125.666"
"Kohfeld et al 2022","KEH CBW_1","Cannery Bay West",NA,"Salt marsh",49.14115,-125.6698,"direct from dataset",1,"Canada",2016,NA,0,0.0125,"EA","Core-level",NA,0.104,"CBW_1",54.33,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","mud","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1052,54.33,0.104,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.625,"0-15cm",24.3063746204906,"Estimated (study equation)",22.1052,NA,"49.14115_-125.6698"
"Kohfeld et al 2022","KEH CBW_2","Cannery Bay West",NA,"Salt marsh",49.14115,-125.6698,"direct from dataset",1,"Canada",2016,NA,0,0.0143,"EA","Core-level",NA,0.119,"CBW_2",57.88,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","sandy soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6672,57.88,0.119,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.715,"0-15cm",26.0348804523494,"Estimated (study equation)",23.6672,NA,"49.14115_-125.6698"
"Kohfeld et al 2022","KEH CBW_3","Cannery Bay West",NA,"Salt marsh",49.14113,-125.6696,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.16,"CBW_3",90.58,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","peat","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.0552,90.58,0.16,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.5,"0-15cm",42.7659546277092,"Estimated (study equation)",38.0552,NA,"49.14113_-125.6696"
"Kohfeld et al 2022","KEH CBW_4","Cannery Bay West",NA,"Salt marsh",49.14112,-125.6696,"direct from dataset",1,"Canada",2016,NA,0,0.0125,"EA","Core-level",NA,0.088,"CBW_4",57.66,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil+peat","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5704,57.66,0.088,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.625,"0-15cm",25.9272615801238,"Estimated (study equation)",23.5704,NA,"49.14112_-125.6696"
"Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats",NA,"Salt marsh",49.27905,-125.9075,"direct from dataset",1,"Canada",2016,NA,0,0.0121,"EA","Core-level",NA,0.074,"CRF_1-1",80.39,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","peat","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5716,80.39,0.074,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.605,"0-15cm",37.3955911802742,"Estimated (study equation)",33.5716,NA,"49.27905_-125.9075"
"Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats",NA,"Salt marsh",49.27896,-125.9076,"direct from dataset",1,"Canada",2016,NA,0,0.0188,"EA","Core-level",NA,0.085,"CRF_1-2",75.75,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.53,75.75,0.085,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.94,"0-15cm",34.9971874465478,"Estimated (study equation)",31.53,NA,"49.27896_-125.9076"
"Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats",NA,"Salt marsh",49.27935,-125.9093,"direct from dataset",1,"Canada",2016,NA,0,0.0138,"EA","Core-level",35.32,0.058,"CRF_2-1",79.6,NA,NA,NA,"Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.32,79.6,0.058,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.69,"0-15cm",36.9851656085901,"Observed",35.32,NA,"49.27935_-125.9093"
"Kohfeld et al 2022","KEH CRF_2-2","Cypress River Flats",NA,"Salt marsh",49.27916,-125.9093,"direct from dataset",1,"Canada",2016,NA,0,0.0146,"EA","Core-level",NA,0.089,"CRF_2-2",72.8,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.232,72.8,0.089,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.73,"0-15cm",33.4876279184949,"Estimated (study equation)",30.232,NA,"49.27916_-125.9093"
"Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats",NA,"Salt marsh",49.2789,-125.911,"direct from dataset",1,"Canada",2016,NA,0,0.0125,"EA","Core-level",NA,0.12,"CRF_3-1",84.99,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5956,84.99,0.12,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.625,"0-15cm",39.8023396877916,"Estimated (study equation)",35.5956,NA,"49.2789_-125.911"
"Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats",NA,"Salt marsh",49.27882,-125.9109,"direct from dataset",1,"Canada",2016,NA,0,0.013,"EA","Core-level",NA,0.108,"CRF_3-2",88.2,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil + peat","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.008,88.2,0.108,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.65,"0-15cm",41.4989488182824,"Estimated (study equation)",37.008,NA,"49.27882_-125.9109"
"Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek",NA,"Salt marsh",49.14139,-125.7324,"direct from dataset",1,"Canada",2016,NA,0,0.0191,"EA","Core-level",NA,0.052,"GBK_1-1",86.65,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.326,86.65,0.052,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.955,"0-15cm",40.6779570998418,"Estimated (study equation)",36.326,NA,"49.14139_-125.7324"
"Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek",NA,"Salt marsh",49.08756,-125.7326,"direct from dataset",1,"Canada",2016,NA,0,0.0167,"EA","Core-level",24.23,0.102,"GBK_1-2",59.1,NA,NA,NA,"Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.23,59.1,0.102,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.835,"0-15cm",26.6328755156067,"Observed",24.23,NA,"49.08756_-125.7326"
"Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek",NA,"Salt marsh",49.08763,-125.7327,"direct from dataset",1,"Canada",2016,NA,0,0.0112,"EA","Core-level",NA,0.179,"GBK_1-3",55.33,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5452,55.33,0.179,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.56,"0-15cm",24.7915365955016,"Estimated (study equation)",22.5452,NA,"49.08763_-125.7327"
"Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek",NA,"Salt marsh",49.08771,-125.7328,"direct from dataset",1,"Canada",2016,NA,0,0.0154,"EA","Core-level",15.95,0.162,"GBK_1-4",39.49,NA,NA,NA,"Kohfeld et al 2022","peat","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.95,39.49,0.162,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.77,"0-15cm",17.2670678233109,"Observed",15.95,NA,"49.08771_-125.7328"
"Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South",NA,"Salt marsh",49.13696,-125.6708,"direct from dataset",1,"Canada",2016,NA,0,0.0129,"EA","Core-level",27.59,0.078,"KCS_1-1",63.41,NA,NA,NA,"Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.59,63.41,0.078,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.645,"0-15cm",28.7617380963963,"Observed",27.59,NA,"49.13696_-125.6708"
"Kohfeld et al 2022","KEH KCS_1-2","Kennedy Cove South",NA,"Salt marsh",49.13707,-125.6709,"direct from dataset",1,"Canada",2016,NA,0,0.015,"EA","Core-level",NA,0.093,"KCS_1-2",53.01,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","peat+mud","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5244,53.01,0.093,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.75,"0-15cm",23.6680517435963,"Estimated (study equation)",21.5244,NA,"49.13707_-125.6709"
"Kohfeld et al 2022","KEH KCS_1-3","Kennedy Cove South",NA,"Salt marsh",49.13714,-125.6709,"direct from dataset",1,"Canada",2016,NA,0,0.0225,"EA","Core-level",NA,0.031,"KCS_1-3",56.28,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","peat+mud","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9632,56.28,0.031,"https://doi.pangaea.de/10.1594/PANGAEA.947824",1.125,"0-15cm",25.2537053124255,"Estimated (study equation)",22.9632,NA,"49.13714_-125.6709"
"Kohfeld et al 2022","KEH KCS_1-4","Kennedy Cove South",NA,"Salt marsh",49.13719,-125.671,"direct from dataset",1,"Canada",2016,NA,0,0.02,"EA","Core-level",NA,0.055,"KCS_1-4",58.69,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","peat+mud","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0236,58.69,0.055,"https://doi.pangaea.de/10.1594/PANGAEA.947824",1,"0-15cm",26.431683211988,"Estimated (study equation)",24.0236,NA,"49.13719_-125.671"
"Kohfeld et al 2022","KEH KCS_1-5","Kennedy Cove South",NA,"Salt marsh",49.1372,-125.6711,"direct from dataset",1,"Canada",2016,NA,0,0.012,"EA","Core-level",NA,0.183,"KCS_1-5",33.56,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","peat+mud","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9664,33.56,0.183,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.6,"0-15cm",14.5382859176801,"Estimated (study equation)",12.9664,NA,"49.1372_-125.6711"
"Kohfeld et al 2022","KEH SWC_1-1","Shipwreck Cove",NA,"Salt marsh",49.12995,-125.6994,"direct from dataset",1,"Canada",2016,NA,0,0.01,"EA","Core-level",NA,0.13,"SWC_1-1",84.78,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5032,84.78,0.13,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.5,"0-15cm",39.6918369361009,"Estimated (study equation)",35.5032,NA,"49.12995_-125.6994"
"Kohfeld et al 2022","KEH SWC_2-1","Shipwreck Cove",NA,"Salt marsh",49.13014,-125.6991,"direct from dataset",1,"Canada",2016,NA,0,0.0111,"EA","Core-level",34.71,0.135,"SWC_2-1",96.39,NA,NA,NA,"Kohfeld et al 2022","mud + peat + gravel","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.71,96.39,0.135,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.555,"0-15cm",45.8914284944844,"Observed",34.71,NA,"49.13014_-125.6991"
"Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats",NA,"Salt marsh",49.13014,-125.8869,"direct from dataset",1,"Canada",2016,NA,0,0.0167,"EA","Core-level",NA,0.072,"TMF_1-1",77.76,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4144,77.76,0.072,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.835,"0-15cm",36.0325417795112,"Estimated (study equation)",32.4144,NA,"49.13014_-125.8869"
"Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats",NA,"Salt marsh",49.1302,-125.8869,"direct from dataset",1,"Canada",2016,NA,0,0.0115,"EA","Core-level",NA,0.183,"TMF_1-2",41.95,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.658,41.95,0.183,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.575,"0-15cm",18.4131672229107,"Estimated (study equation)",16.658,NA,"49.1302_-125.8869"
"Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats",NA,"Salt marsh",49.12989,-125.8866,"direct from dataset",1,"Canada",2016,NA,0,0.0111,"EA","Core-level",NA,0.153,"TMF_2-1",50.3,NA,NA,"OC = 0.44*OM - 1.80","Kohfeld et al 2022","soil","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.332,50.3,0.153,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.555,"0-15cm",22.3650123246803,"Estimated (study equation)",20.332,NA,"49.12989_-125.8866"
"Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats",NA,"Salt marsh",49.13017,-125.8867,"direct from dataset",1,"Canada",2016,NA,0,0.0111,"EA","Core-level",13.06,0.234,"TMF_2-2",36.11,NA,NA,NA,"Kohfeld et al 2022","peat","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06,36.11,0.234,"https://doi.pangaea.de/10.1594/PANGAEA.947824",0.555,"0-15cm",15.7058233160467,"Observed",13.06,NA,"49.13017_-125.8867"
"Kumar et al 2020","MK BT T1","Guadiana Estuary","BT T1","Saltmarsh",37.24033,-7.425028,"direct from dataset",1,"Portugal",2015,NA,0,0.1,"EA","Core-level",2.21,NA,NA,NA,NA,NA,NA,"Kumar et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21,NA,NA,"https://doi.org/10.1016/j.csr.2020.104076",5,"0-15cm",NA,"Observed",2.21,NA,"37.24033_-7.425028"
"Kumar et al 2020","MK BT T2","Guadiana Estuary","BT T2","Saltmarsh",37.24056,-7.4255,"direct from dataset",1,"Portugal",2015,NA,0,0.1,"EA","Core-level",1.34,NA,NA,NA,NA,NA,NA,"Kumar et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,NA,NA,"https://doi.org/10.1016/j.csr.2020.104076",5,"0-15cm",NA,"Observed",1.34,NA,"37.24056_-7.4255"
"Kumar et al 2020","MK CMT T1","Guadiana Estuary","CMT T1","Saltmarsh",37.19789,-7.426528,"direct from dataset",1,"Portugal",2015,NA,0,0.1,"EA","Core-level",0.76,NA,NA,NA,NA,NA,NA,"Kumar et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,"https://doi.org/10.1016/j.csr.2020.104076",5,"0-15cm",NA,"Observed",0.76,NA,"37.19789_-7.426528"
"Kumar et al 2020","MK CMT T2","Guadiana Estuary","CMT T2","Saltmarsh",37.19819,-7.425583,"direct from dataset",1,"Portugal",2015,NA,0,0.1,"EA","Core-level",2.23,NA,NA,NA,NA,NA,NA,"Kumar et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,NA,NA,"https://doi.org/10.1016/j.csr.2020.104076",5,"0-15cm",NA,"Observed",2.23,NA,"37.19819_-7.425583"
"Kumar et al 2020","MK PMT T1","Guadiana Estuary","PMT T1","Saltmarsh",37.19644,-7.340556,"direct from dataset",1,"Portugal",2015,NA,0,0.1,"EA","Core-level",1.01,NA,NA,NA,NA,NA,NA,"Kumar et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,NA,NA,"https://doi.org/10.1016/j.csr.2020.104076",5,"0-15cm",NA,"Observed",1.01,NA,"37.19644_-7.340556"
"Kumar et al 2020","MK PMT T2","Guadiana Estuary","PMT T2","Saltmarsh",37.19653,-7.340167,"direct from dataset",1,"Portugal",2015,NA,0,0.1,"EA","Core-level",0.45,NA,NA,NA,NA,NA,NA,"Kumar et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,"https://doi.org/10.1016/j.csr.2020.104076",5,"0-15cm",NA,"Observed",0.45,NA,"37.19653_-7.340167"
"Li et al 2019","YL Hongguang","Hongguang","Hongguang1-1","Salt marsh",37.52535,118.9085,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.61,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,"https://doi.org/10.1371/journal.pone.0210768",7.5,"0-15cm",NA,"Observed",0.61,NA,"37.52535_118.9085"
"Li et al 2019","YL Huifuqu","Huifuqu","Huifuqu1-1","Salt marsh",37.5828,118.951,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.607,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607,NA,NA,"https://doi.org/10.1371/journal.pone.0210768",7.5,"0-15cm",NA,"Observed",0.607,NA,"37.5828_118.951"
"Li et al 2019","YL Laohekou","Laohekou","Laohekou1-1","Salt marsh",38.07602,118.8144,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",0.957,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.957,NA,NA,"https://doi.org/10.1371/journal.pone.0210768",7.5,"0-15cm",NA,"Observed",0.957,NA,"38.07602_118.8144"
"Li et al 2019","YL Ruhaikou","Ruhaikou","Ruhaikou1-1","Salt marsh",37.73137,118.9848,"direct from dataset",1,"China",2018,NA,0,0.15,"EA","Core-level",1.477,NA,NA,NA,NA,NA,NA,"Li et al 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.477,NA,NA,"https://doi.org/10.1371/journal.pone.0210768",7.5,"0-15cm",NA,"Observed",1.477,NA,"37.73137_118.9848"
